program,mode,approx_type,N,dist,K,seed,tempo,cycles,instructions,cache_references,cache_misses,checksum,error_abs_mean,error_rel_mean,rmse,error_max
dgemm_approx,approx,float,512,-,8,12349,0.092552,407583193,1152425516,12420737,248832,33569165.344162,0.000031151622,0.000000243079,0.000039138023,0.000180770724
dgemm_approx,approx,skip_k,512,-,8,12349,0.076719,341875292,1068309080,17987847,166605,33518993.105753,4.008487170217,0.031315796172,5.012398746873,21.865930060159
dgemm,exact,none,512,-,8,12350,0.100426,436662928,1265978442,79557198,187516,33496111.891797,0,0,0,0
dgemm_approx,approx,float,512,-,8,12350,0.094477,408323903,1152485955,12576206,273048,33496111.912674,0.000031057408,0.000000242893,0.000039003510,0.000210628207
dgemm_approx,approx,skip_k,512,-,8,12350,0.076676,341749261,1068463467,17835454,180519,33379687.765026,3.994785404164,0.031294395963,5.017239347248,23.530669987106
dgemm,exact,none,512,-,8,12351,0.099822,435515431,1265885614,79448349,228673,33527229.269084,0,0,0,0
dgemm_approx,approx,float,512,-,8,12351,0.091495,403969091,1152288811,12213155,258889,33527229.257576,0.000031157621,0.000000243443,0.000039098617,0.000185369091
dgemm_approx,approx,skip_k,512,-,8,12351,0.076517,341754849,1068320524,18163527,168649,33562323.015091,3.916222202666,0.030653024580,4.904477557369,23.710829169380
dgemm,exact,none,512,-,8,12352,0.101453,439919486,1266073787,80738300,199880,33485294.495552,0,0,0,0
dgemm_approx,approx,float,512,-,8,12352,0.093561,403463601,1152276344,12195560,240990,33485294.479073,0.000031233215,0.000000244351,0.000039182681,0.000203981609
dgemm_approx,approx,skip_k,512,-,8,12352,0.075968,341724789,1068342015,18292686,175343,33462332.897429,3.741118915214,0.029294907875,4.702261955976,20.531380039202
dgemm,exact,none,512,-,8,12353,0.100062,434824989,1265881608,78892250,188720,33547540.681097,0,0,0,0
dgemm_approx,approx,float,512,-,8,12353,0.094758,408143480,1152395404,12501856,267841,33547540.703674,0.000031212716,0.000000243734,0.000039175784,0.000191748668
dgemm_approx,approx,skip_k,512,-,8,12353,0.078228,343691992,1068998203,18513835,205179,33628003.379955,3.960564735202,0.030977898512,4.963959553770,23.630638432332
dgemm,exact,none,512,-,8,12354,0.101293,441209108,1266051033,82205430,224286,33603046.586609,0,0,0,0
dgemm_approx,approx,float,512,-,8,12354,0.092547,409725642,1152384109,12423465,252490,33603046.597275,0.000031199692,0.000000243223,0.000039205725,0.000191246601
dgemm_approx,approx,skip_k,512,-,8,12354,0.078029,342362015,1068430939,18614419,170384,33555832.018593,3.954935225592,0.030876272276,4.979916347825,24.460453312485
dgemm,exact,none,512,-,8,12355,0.099371,434823370,1265964557,79486023,189650,33517780.932690,0,0,0,0
dgemm_approx,approx,float,512,-,8,12355,0.093626,406571659,1152227170,12470101,253328,33517780.920380,0.000031173136,0.000000243628,0.000039162610,0.000180776512
dgemm_approx,approx,skip_k,512,-,8,12355,0.077851,341549206,1068385041,18253125,175418,33584738.284512,3.781823926614,0.029600537218,4.732653443919,22.691825252453
dgemm,exact,none,512,-,16,12346,0.109951,478645110,1075630738,30971312,183581,33577687.715237,0,0,0,0
dgemm_approx,approx,float,512,-,16,12346,0.087317,388346169,958382436,16029107,297404,33577687.689697,0.000031280620,0.000000244058,0.000039293892,0.000205220593
dgemm_approx,approx,skip_k,512,-,16,12346,0.063064,288474038,795942040,14838472,185887,33547759.375209,3.964688988226,0.030974318694,4.959275634689,23.883807909185
dgemm,exact,none,512,-,16,12347,0.114711,485996836,1075752266,32817320,223070,33489676.805374,0,0,0,0
dgemm_approx,approx,float,512,-,16,12347,0.087516,387433277,957968942,15952212,254285,33489676.828064,0.000031185010,0.000000243956,0.000039136589,0.000185321041
dgemm_approx,approx,skip_k,512,-,16,12347,0.064862,290953523,796055275,15469475,176517,33468010.700268,3.878409201247,0.030356575044,4.859414742983,22.267927011741
dgemm,exact,none,512,-,16,12348,0.111331,482052298,1075787791,30476758,182964,33639647.451845,0,0,0,0
dgemm_approx,approx,float,512,-,16,12348,0.090061,390673315,958028910,16652522,249475,33639647.438141,0.000031268288,0.000000243485,0.000039260914,0.000192922191
dgemm_approx,approx,skip_k,512,-,16,12348,0.063594,291383863,796038691,16139747,185232,33686124.445046,3.909004491789,0.030468132147,4.882104700378,20.601168476543
dgemm,exact,none,512,-,16,12349,0.110330,476540067,1075757025,28660890,185593,33569165.358768,0,0,0,0
dgemm_approx,approx,float,512,-,16,12349,0.088181,397590955,957956617,16697075,260406,33569165.344162,0.000031151622,0.000000243079,0.000039138023,0.000180770724
dgemm_approx,approx,skip_k,512,-,16,12349,0.063162,288977254,795957134,15196690,181011,33518993.105753,4.008487170217,0.031315796172,5.012398746873,21.865930060159
dgemm,exact,none,512,-,16,12350,0.110540,478537391,1075726606,30115703,219327,33496111.891797,0,0,0,0
dgemm_approx,approx,float,512,-,16,12350,0.088699,387723240,957965783,16037050,249114,33496111.912674,0.000031057408,0.000000242893,0.000039003510,0.000210628207
dgemm_approx,approx,skip_k,512,-,16,12350,0.062938,288539735,795913356,14910963,179368,33379687.765026,3.994785404164,0.031294395963,5.017239347248,23.530669987106
dgemm,exact,none,512,-,16,12351,0.110812,480211175,1075711997,31436410,177635,33527229.269084,0,0,0,0
dgemm_approx,approx,float,512,-,16,12351,0.088530,388416872,958107842,15971878,264914,33527229.257576,0.000031157621,0.000000243443,0.000039098617,0.000185369091
dgemm_approx,approx,skip_k,512,-,16,12351,0.062875,288392910,795953084,15009266,179916,33562323.015091,3.916222202666,0.030653024580,4.904477557369,23.710829169380
dgemm,exact,none,512,-,16,12352,0.112617,478276335,1075677574,30382356,176625,33485294.495552,0,0,0,0
dgemm_approx,approx,float,512,-,16,12352,0.088867,388216600,957967477,16058206,252965,33485294.479073,0.000031233215,0.000000244351,0.000039182681,0.000203981609
dgemm_approx,approx,skip_k,512,-,16,12352,0.063742,290883128,796056519,15895660,188576,33462332.897429,3.741118915214,0.029294907875,4.702261955976,20.531380039202
dgemm,exact,none,512,-,16,12353,0.113517,481090868,1075718982,32065454,221643,33547540.681097,0,0,0,0
dgemm_approx,approx,float,512,-,16,12353,0.089323,389997635,957985237,16660746,255247,33547540.703674,0.000031212716,0.000000243734,0.000039175784,0.000191748668
dgemm_approx,approx,skip_k,512,-,16,12353,0.064297,288974006,796151715,15270225,195170,33628003.379955,3.960564735202,0.030977898512,4.963959553770,23.630638432332
dgemm,exact,none,512,-,16,12354,0.111374,482002832,1075789008,30579340,184754,33603046.586609,0,0,0,0
dgemm_approx,approx,float,512,-,16,12354,0.088220,390752443,957973791,16633887,249265,33603046.597275,0.000031199692,0.000000243223,0.000039205725,0.000191246601
dgemm_approx,approx,skip_k,512,-,16,12354,0.063582,290895378,795993669,16163647,188261,33555832.018593,3.954935225592,0.030876272276,4.979916347825,24.460453312485
dgemm,exact,none,512,-,16,12355,0.113067,480768238,1075806852,29531553,184660,33517780.932690,0,0,0,0
dgemm_approx,approx,float,512,-,16,12355,0.089016,390461690,958099101,16606272,245179,33517780.920380,0.000031173136,0.000000243628,0.000039162610,0.000180776512
dgemm_approx,approx,skip_k,512,-,16,12355,0.063354,289071555,795943605,15210870,183193,33584738.284512,3.781823926614,0.029600537218,4.732653443919,22.691825252453
dgemm,exact,none,512,-,32,12346,0.142775,607409933,994240645,71619424,223159,33577687.715237,0,0,0,0
dgemm_approx,approx,float,512,-,32,12346,0.113169,479080973,873593109,11346512,257814,33577687.689697,0.000031280620,0.000000244058,0.000039293892,0.000205220593
dgemm_approx,approx,skip_k,512,-,32,12346,0.065457,298839483,670950489,9952491,179320,33547759.375209,3.964688988226,0.030974318694,4.959275634689,23.883807909185
dgemm,exact,none,512,-,32,12347,0.138479,600334698,994111895,46004431,181992,33489676.805374,0,0,0,0
dgemm_approx,approx,float,512,-,32,12347,0.110855,478050328,873452523,11079991,252516,33489676.828064,0.000031185010,0.000000243956,0.000039136589,0.000185321041
dgemm_approx,approx,skip_k,512,-,32,12347,0.065258,298318003,671001806,9799955,179108,33468010.700268,3.878409201247,0.030356575044,4.859414742983,22.267927011741
dgemm,exact,none,512,-,32,12348,0.142088,596288786,994116657,50020288,221558,33639647.451845,0,0,0,0
dgemm_approx,approx,float,512,-,32,12348,0.112565,479269732,874170545,11103355,286832,33639647.438141,0.000031268288,0.000000243485,0.000039260914,0.000192922191
dgemm_approx,approx,skip_k,512,-,32,12348,0.065949,295379607,670946515,7828046,223910,33686124.445046,3.909004491789,0.030468132147,4.882104700378,20.601168476543
dgemm,exact,none,512,-,32,12349,0.141231,598504079,994066761,54921479,181329,33569165.358768,0,0,0,0
dgemm_approx,approx,float,512,-,32,12349,0.110231,478216517,873484406,11582820,262294,33569165.344162,0.000031151622,0.000000243079,0.000039138023,0.000180770724
dgemm_approx,approx,skip_k,512,-,32,12349,0.065463,297244389,670996377,9948291,180909,33518993.105753,4.008487170217,0.031315796172,5.012398746873,21.865930060159
dgemm,exact,none,512,-,32,12350,0.138712,590575523,994038501,45532154,186014,33496111.891797,0,0,0,0
dgemm_approx,approx,float,512,-,32,12350,0.110627,478311630,873448017,11723491,250973,33496111.912674,0.000031057408,0.000000242893,0.000039003510,0.000210628207
dgemm_approx,approx,skip_k,512,-,32,12350,0.064955,295233307,670982665,7872717,183469,33379687.765026,3.994785404164,0.031294395963,5.017239347248,23.530669987106
dgemm,exact,none,512,-,32,12351,0.141875,595135016,994106608,53592952,181288,33527229.269084,0,0,0,0
dgemm_approx,approx,float,512,-,32,12351,0.109896,478247414,873611895,10736469,266236,33527229.257576,0.000031157621,0.000000243443,0.000039098617,0.000185369091
dgemm_approx,approx,skip_k,512,-,32,12351,0.066544,297997790,671019559,9287449,189498,33562323.015091,3.916222202666,0.030653024580,4.904477557369,23.710829169380
dgemm,exact,none,512,-,32,12352,0.137164,588852026,994126678,40032672,182018,33485294.495552,0,0,0,0
dgemm_approx,approx,float,512,-,32,12352,0.112638,478694797,873548894,13804163,249645,33485294.479073,0.000031233215,0.000000244351,0.000039182681,0.000203981609
dgemm_approx,approx,skip_k,512,-,32,12352,0.064712,296369322,670923338,8891719,177808,33462332.897429,3.741118915214,0.029294907875,4.702261955976,20.531380039202
dgemm,exact,none,512,-,32,12353,0.138429,589636734,994159721,40966108,177952,33547540.681097,0,0,0,0
dgemm_approx,approx,float,512,-,32,12353,0.110504,479016874,873491915,12088628,253143,33547540.703674,0.000031212716,0.000000243734,0.000039175784,0.000191748668
dgemm_approx,approx,skip_k,512,-,32,12353,0.065205,298677420,671013655,9819777,190488,33628003.379955,3.960564735202,0.030977898512,4.963959553770,23.630638432332
dgemm,exact,none,512,-,32,12354,0.140104,587739287,994073683,37743386,185346,33603046.586609,0,0,0,0
dgemm_approx,approx,float,512,-,32,12354,0.109015,477406894,873543344,10961213,249936,33603046.597275,0.000031199692,0.000000243223,0.000039205725,0.000191246601
dgemm_approx,approx,skip_k,512,-,32,12354,0.063992,295338227,670914150,7941985,190184,33555832.018593,3.954935225592,0.030876272276,4.979916347825,24.460453312485
dgemm,exact,none,512,-,32,12355,0.140441,590968128,994186706,43944100,183185,33517780.932690,0,0,0,0
dgemm_approx,approx,float,512,-,32,12355,0.112555,478341382,873751612,10706850,268115,33517780.920380,0.000031173136,0.000000243628,0.000039162610,0.000180776512
dgemm_approx,approx,skip_k,512,-,32,12355,0.066203,296307663,670849160,9056400,176713,33584738.284512,3.781823926614,0.029600537218,4.732653443919,22.691825252453
dgemm,exact,none,512,-,64,12346,0.176301,742978180,956296259,170964717,181441,33577687.715237,0,0,0,0
dgemm_approx,approx,float,512,-,64,12346,0.120472,513665481,833854987,23777987,250487,33577687.689697,0.000031280620,0.000000244058,0.000039293892,0.000205220593
dgemm_approx,approx,skip_k,512,-,64,12346,0.075197,346146638,610640723,20862801,183475,33547759.375209,3.964688988226,0.030974318694,4.959275634689,23.883807909185
dgemm,exact,none,512,-,64,12347,0.175405,737723945,956324576,176096924,228246,33489676.805374,0,0,0,0
dgemm_approx,approx,float,512,-,64,12347,0.120233,516070385,833688724,30106656,246536,33489676.828064,0.000031185010,0.000000243956,0.000039136589,0.000185321041
dgemm_approx,approx,skip_k,512,-,64,12347,0.075965,341473609,610776656,23234348,229206,33468010.700268,3.878409201247,0.030356575044,4.859414742983,22.267927011741
dgemm,exact,none,512,-,64,12348,0.174875,738638373,956180348,151957541,180564,33639647.451845,0,0,0,0
dgemm_approx,approx,float,512,-,64,12348,0.116307,491966775,833770655,11146139,280607,33639647.438141,0.000031268288,0.000000243485,0.000039260914,0.000192922191
dgemm_approx,approx,skip_k,512,-,64,12348,0.075143,340275446,610695607,19811860,189718,33686124.445046,3.909004491789,0.030468132147,4.882104700378,20.601168476543
dgemm,exact,none,512,-,64,12349,0.174752,736708325,956376010,159336204,184475,33569165.358768,0,0,0,0
dgemm_approx,approx,float,512,-,64,12349,0.118380,505892049,833701901,22133885,262459,33569165.344162,0.000031151622,0.000000243079,0.000039138023,0.000180770724
dgemm_approx,approx,skip_k,512,-,64,12349,0.074909,338251245,610565819,17151366,182449,33518993.105753,4.008487170217,0.031315796172,5.012398746873,21.865930060159
dgemm,exact,none,512,-,64,12350,0.173336,737366749,956303542,158070684,187824,33496111.891797,0,0,0,0
dgemm_approx,approx,float,512,-,64,12350,0.119807,516053255,833869735,26488097,251257,33496111.912674,0.000031057408,0.000000242893,0.000039003510,0.000210628207
dgemm_approx,approx,skip_k,512,-,64,12350,0.074351,334745243,610532552,15132425,185152,33379687.765026,3.994785404164,0.031294395963,5.017239347248,23.530669987106
dgemm,exact,none,512,-,64,12351,0.176935,738217240,956382073,157341215,202141,33527229.269084,0,0,0,0
dgemm_approx,approx,float,512,-,64,12351,0.118097,510087739,833681254,26627173,252108,33527229.257576,0.000031157621,0.000000243443,0.000039098617,0.000185369091
dgemm_approx,approx,skip_k,512,-,64,12351,0.076124,338883605,610676629,20224304,180034,33562323.015091,3.916222202666,0.030653024580,4.904477557369,23.710829169380
dgemm,exact,none,512,-,64,12352,0.177809,742666392,956497864,149520863,239455,33485294.495552,0,0,0,0
dgemm_approx,approx,float,512,-,64,12352,0.118439,510953288,833795868,26679925,251560,33485294.479073,0.000031233215,0.000000244351,0.000039182681,0.000203981609
dgemm_approx,approx,skip_k,512,-,64,12352,0.076527,341124138,610730554,21016259,229903,33462332.897429,3.741118915214,0.029294907875,4.702261955976,20.531380039202
dgemm,exact,none,512,-,64,12353,0.176016,738177056,956321743,158783667,186352,33547540.681097,0,0,0,0
dgemm_approx,approx,float,512,-,64,12353,0.119614,515180616,834216414,28866761,292231,33547540.703674,0.000031212716,0.000000243734,0.000039175784,0.000191748668
dgemm_approx,approx,skip_k,512,-,64,12353,0.077492,346383930,610546168,32646060,184264,33628003.379955,3.960564735202,0.030977898512,4.963959553770,23.630638432332
dgemm,exact,none,512,-,64,12354,0.177211,741636106,956313927,152721262,183625,33603046.586609,0,0,0,0
dgemm_approx,approx,float,512,-,64,12354,0.119667,514413667,833729832,28241670,249471,33603046.597275,0.000031199692,0.000000243223,0.000039205725,0.000191246601
dgemm_approx,approx,skip_k,512,-,64,12354,0.075629,339718137,610621975,16579621,176358,33555832.018593,3.954935225592,0.030876272276,4.979916347825,24.460453312485
dgemm,exact,none,512,-,64,12355,0.178193,743267365,956461060,165508300,198901,33517780.932690,0,0,0,0
dgemm_approx,approx,float,512,-,64,12355,0.120297,509198239,833945345,22227454,276213,33517780.920380,0.000031173136,0.000000243628,0.000039162610,0.000180776512
dgemm_approx,approx,skip_k,512,-,64,12355,0.078389,347798019,610583719,32175654,182268,33584738.284512,3.781823926614,0.029600537218,4.732653443919,22.691825252453
dgemm,exact,none,512,-,128,12346,0.192965,804790801,938155659,248075083,202189,33577687.715237,0,0,0,0
dgemm_approx,approx,float,512,-,128,12346,0.135508,578870038,814991644,129038159,278391,33577687.689697,0.000031280620,0.000000244058,0.000039293892,0.000205220593
dgemm_approx,approx,skip_k,512,-,128,12346,0.091459,400075374,580907388,80854634,174829,33547759.375209,3.964688988226,0.030974318694,4.959275634689,23.883807909185
dgemm,exact,none,512,-,128,12347,0.191998,805443661,937926786,247808107,187408,33489676.805374,0,0,0,0
dgemm_approx,approx,float,512,-,128,12347,0.138712,581332800,814476270,140431176,266147,33489676.828064,0.000031185010,0.000000243956,0.000039136589,0.000185321041
dgemm_approx,approx,skip_k,512,-,128,12347,0.092221,397780663,580919946,92206083,176151,33468010.700268,3.878409201247,0.030356575044,4.859414742983,22.267927011741
dgemm,exact,none,512,-,128,12348,0.193052,809824731,938113849,229867432,191067,33639647.451845,0,0,0,0
dgemm_approx,approx,float,512,-,128,12348,0.138140,580885597,814637513,142264512,271945,33639647.438141,0.000031268288,0.000000243485,0.000039260914,0.000192922191
dgemm_approx,approx,skip_k,512,-,128,12348,0.092724,400196256,580933421,75028792,173319,33686124.445046,3.909004491789,0.030468132147,4.882104700378,20.601168476543
dgemm,exact,none,512,-,128,12349,0.192129,805176192,938017237,247773154,184791,33569165.358768,0,0,0,0
dgemm_approx,approx,float,512,-,128,12349,0.136725,585995905,814678899,143216918,265351,33569165.344162,0.000031151622,0.000000243079,0.000039138023,0.000180770724
dgemm_approx,approx,skip_k,512,-,128,12349,0.092658,404768394,580976299,82283370,173321,33518993.105753,4.008487170217,0.031315796172,5.012398746873,21.865930060159
dgemm,exact,none,512,-,128,12350,0.194649,805866509,938014126,242565950,188739,33496111.891797,0,0,0,0
dgemm_approx,approx,float,512,-,128,12350,0.137929,580006559,814763068,142311489,273697,33496111.912674,0.000031057408,0.000000242893,0.000039003510,0.000210628207
dgemm_approx,approx,skip_k,512,-,128,12350,0.091811,402322677,580962578,83203240,178579,33379687.765026,3.994785404164,0.031294395963,5.017239347248,23.530669987106
dgemm,exact,none,512,-,128,12351,0.191267,807455169,937956001,229951674,182313,33527229.269084,0,0,0,0
dgemm_approx,approx,float,512,-,128,12351,0.137910,587954863,814521249,151739808,252622,33527229.257576,0.000031157621,0.000000243443,0.000039098617,0.000185369091
dgemm_approx,approx,skip_k,512,-,128,12351,0.090943,397396957,580911280,86229947,169742,33562323.015091,3.916222202666,0.030653024580,4.904477557369,23.710829169380
dgemm,exact,none,512,-,128,12352,0.194241,808305352,938018117,229189572,185914,33485294.495552,0,0,0,0
dgemm_approx,approx,float,512,-,128,12352,0.136472,581937493,814538523,131557395,253731,33485294.479073,0.000031233215,0.000000244351,0.000039182681,0.000203981609
dgemm_approx,approx,skip_k,512,-,128,12352,0.091767,402598873,580945158,75650672,181788,33462332.897429,3.741118915214,0.029294907875,4.702261955976,20.531380039202
dgemm,exact,none,512,-,128,12353,0.194894,812474035,937993013,227761895,184162,33547540.681097,0,0,0,0
dgemm_approx,approx,float,512,-,128,12353,0.135679,578993441,814659988,141024060,247691,33547540.703674,0.000031212716,0.000000243734,0.000039175784,0.000191748668
dgemm_approx,approx,skip_k,512,-,128,12353,0.090009,397674413,580934936,74679783,184584,33628003.379955,3.960564735202,0.030977898512,4.963959553770,23.630638432332
dgemm,exact,none,512,-,128,12354,0.193494,804856277,938009033,244584890,182156,33603046.586609,0,0,0,0
dgemm_approx,approx,float,512,-,128,12354,0.133554,575319146,814428416,120815977,250770,33603046.597275,0.000031199692,0.000000243223,0.000039205725,0.000191246601
dgemm_approx,approx,skip_k,512,-,128,12354,0.090695,400208962,580995426,91064313,181591,33555832.018593,3.954935225592,0.030876272276,4.979916347825,24.460453312485
dgemm,exact,none,512,-,128,12355,0.193250,804414442,937955960,247001765,228315,33517780.932690,0,0,0,0
dgemm_approx,approx,float,512,-,128,12355,0.137394,590126001,814606607,136294392,252359,33517780.920380,0.000031173136,0.000000243628,0.000039162610,0.000180776512
dgemm_approx,approx,skip_k,512,-,128,12355,0.090416,396868919,580961634,76463729,176128,33584738.284512,3.781823926614,0.029600537218,4.732653443919,22.691825252453
dgemm,exact,none,1024,-,8,12346,0.814996,3465935355,9940093089,643022548,42200415,268399953.499511,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12346,0.756624,3226324797,8990212879,501953836,2129731,268399953.386154,0.000087290661,0.000000340886,0.000109538720,0.000529242448
dgemm_approx,approx,skip_k,1024,-,8,12346,0.601404,2588717068,8353242591,145144060,4004147,268335868.731886,5.654220307735,0.022098762541,7.069649065641,33.166292345963
dgemm,exact,none,1024,-,8,12347,0.814280,3455117961,9939748012,646952721,36091297,268377842.699630,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12347,0.758842,3241152312,8989767182,506413229,2673322,268377842.651703,0.000087339541,0.000000341099,0.000109584328,0.000576599305
dgemm_approx,approx,skip_k,1024,-,8,12347,0.593542,2558076632,8353295182,140845768,1510420,268245048.755403,5.407190385043,0.021128342963,6.784371997438,31.856408797673
dgemm,exact,none,1024,-,8,12348,0.845941,3591924342,9940036380,665089356,37162282,268780432.050124,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12348,0.755787,3228196794,8989978598,507550682,2167203,268780432.220642,0.000087470388,0.000000341098,0.000109760882,0.000564075808
dgemm_approx,approx,skip_k,1024,-,8,12348,0.602987,2595187868,8354247526,147735806,3258303,268887512.958195,5.716169207589,0.022309390113,7.158257309675,31.587514824561
dgemm,exact,none,1024,-,8,12349,0.826738,3504900269,9939488277,665205078,34463207,268675260.889203,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12349,0.765913,3264636622,8989672867,506752260,3923757,268675260.722321,0.000087404616,0.000000340980,0.000109698059,0.000541836986
dgemm_approx,approx,skip_k,1024,-,8,12349,0.600646,2591737655,8354162460,149657890,2286960,268535827.822920,5.702883037848,0.022268969904,7.159091933461,41.317011385360
dgemm,exact,none,1024,-,8,12350,0.803431,3412086595,9940357832,647841893,34073939,268372367.288742,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12350,0.762767,3233396123,8989691158,495372245,2350133,268372367.060425,0.000087312651,0.000000341015,0.000109545658,0.000571037844
dgemm_approx,approx,skip_k,1024,-,8,12350,0.597327,2575470776,8353875363,147286098,1976462,268255688.871984,5.608117675075,0.021921289083,7.026323414247,35.401246066878
dgemm,exact,none,1024,-,8,12351,0.815565,3466583806,9940185241,645467860,37207543,268618127.981521,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12351,0.771615,3287526574,8989966360,521842239,3350137,268618127.651962,0.000087441489,0.000000341204,0.000109733678,0.000617613801
dgemm_approx,approx,skip_k,1024,-,8,12351,0.596152,2573206972,8353824631,143416423,1708433,268465691.040755,5.597318291332,0.021860968196,7.030676166818,35.052726576086
dgemm,exact,none,1024,-,8,12352,0.835887,3555649049,9940993365,680435252,36762143,268536524.125406,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12352,0.788240,3340048215,8989772619,514548185,6548115,268536524.134995,0.000087437329,0.000000341285,0.000109692692,0.000527400421
dgemm_approx,approx,skip_k,1024,-,8,12352,0.594625,2573788024,8353764849,145009477,1542899,268696601.783131,5.677023284468,0.022177329108,7.093239287724,34.080465118707
dgemm,exact,none,1024,-,8,12353,0.855068,3628007037,9940930829,683489910,52165208,268388166.998261,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12353,0.758249,3234899283,8990097564,498860078,2422160,268388167.005402,0.000087331799,0.000000341073,0.000109603837,0.000583748479
dgemm_approx,approx,skip_k,1024,-,8,12353,0.591592,2551799029,8353246860,141446301,1690946,268437380.942029,5.591316955121,0.021853314427,7.004333778391,34.414905415391
dgemm,exact,none,1024,-,8,12354,0.818030,3473783170,9940333604,664070105,36934579,268718417.060106,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12354,0.818873,3475116650,8990530577,503077799,18410653,268718417.239334,0.000087415163,0.000000340970,0.000109736918,0.000555287020
dgemm_approx,approx,skip_k,1024,-,8,12354,0.593999,2565506784,8353337144,140947703,1614584,268897101.138120,5.507315175570,0.021499179304,6.912901449244,36.384540287715
dgemm,exact,none,1024,-,8,12355,0.812808,3447007021,9939991757,650132247,39579803,268373910.438332,0,0,0,0
dgemm_approx,approx,float,1024,-,8,12355,0.758599,3237765030,8990131045,510247297,2155687,268373910.629150,0.000087339623,0.000000341129,0.000109583240,0.000522164358
dgemm_approx,approx,skip_k,1024,-,8,12355,0.596247,2565136191,8353317583,140639490,2375837,267620578.278867,5.574190388235,0.021784511882,6.993882966574,35.823916218107
dgemm,exact,none,1024,-,16,12346,0.872410,3695185660,8417792094,268145053,9466888,268399953.499511,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12346,0.782264,3333166937,7436761306,243544730,2494602,268399953.386154,0.000087290661,0.000000340886,0.000109538720,0.000529242448
dgemm_approx,approx,skip_k,1024,-,16,12346,0.489301,2141173159,6174182882,123500761,2040285,268335868.731886,5.654220307735,0.022098762541,7.069649065641,33.166292345963
dgemm,exact,none,1024,-,16,12347,0.885279,3744601947,8418359583,283441358,9560839,268377842.699630,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12347,0.785350,3348901618,7436706861,249155341,2755842,268377842.651703,0.000087339541,0.000000341099,0.000109584328,0.000576599305
dgemm_approx,approx,skip_k,1024,-,16,12347,0.490515,2140681774,6174654099,123752057,1857336,268245048.755403,5.407190385043,0.021128342963,6.784371997438,31.856408797673
dgemm,exact,none,1024,-,16,12348,0.873104,3702369567,8417676517,263513331,8536847,268780432.050124,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12348,0.784970,3334948538,7436428235,232430576,3704104,268780432.220642,0.000087470388,0.000000341098,0.000109760882,0.000564075808
dgemm_approx,approx,skip_k,1024,-,16,12348,0.490859,2139486754,6174469743,123979285,1879044,268887512.958195,5.716169207589,0.022309390113,7.158257309675,31.587514824561
dgemm,exact,none,1024,-,16,12349,0.886781,3756008081,8418308087,294087683,10017230,268675260.889203,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12349,0.786566,3345633595,7436702726,253179007,2795931,268675260.722321,0.000087404616,0.000000340980,0.000109698059,0.000541836986
dgemm_approx,approx,skip_k,1024,-,16,12349,0.491833,2139172374,6174420393,124344610,1792274,268535827.822920,5.702883037848,0.022268969904,7.159091933461,41.317011385360
dgemm,exact,none,1024,-,16,12350,0.884921,3735356433,8418410801,281025509,9135801,268372367.288742,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12350,0.782090,3333111573,7436605991,238189705,2483274,268372367.060425,0.000087312651,0.000000341015,0.000109545658,0.000571037844
dgemm_approx,approx,skip_k,1024,-,16,12350,0.493014,2149917677,6174625052,129928223,2091825,268255688.871984,5.608117675075,0.021921289083,7.026323414247,35.401246066878
dgemm,exact,none,1024,-,16,12351,0.869038,3692184139,8418153671,264125855,9203015,268618127.981521,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12351,0.812364,3450207448,7437325005,304838551,5443092,268618127.651962,0.000087441489,0.000000341204,0.000109733678,0.000617613801
dgemm_approx,approx,skip_k,1024,-,16,12351,0.488760,2137624029,6175044286,123071420,1720644,268465691.040755,5.597318291332,0.021860968196,7.030676166818,35.052726576086
dgemm,exact,none,1024,-,16,12352,0.921962,3905309560,8419702222,335088198,34009893,268536524.125406,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12352,0.835903,3551629567,7436601655,337033620,17925538,268536524.134995,0.000087437329,0.000000341285,0.000109692692,0.000527400421
dgemm_approx,approx,skip_k,1024,-,16,12352,0.492931,2154465909,6174431283,129995573,2083633,268696601.783131,5.677023284468,0.022177329108,7.093239287724,34.080465118707
dgemm,exact,none,1024,-,16,12353,0.867936,3680759364,8418074001,254562053,9032825,268388166.998261,0,0,0,0
dgemm_approx,approx,float,1024,-,16,12353,0.797282,3390182099,7436224012,283573718,2590952,268388167.005402,0.000087331799,0.000000341073,0.000109603837,0.000583748479
dgemm_approx,approx,skip_k,1024,-,16,12353,0.495090,2151948670,6174147490,128434216,1855069,268437380.942029,5.591316955121,0.021853314427,7.004333778391,34.414905415391
